StockCode,Description,TotalSales,TotalRevenue,AvgUnitPrice,SalesFrequency,PCA1,PCA2,UMAP1,UMAP2,Cluster_KMeans,Cluster_Label,Marketing_Recommendation
22163,HEART STRING MEMO HOLDER HANGING,626,580.94,1.3829411764705883,49,0.27061293477636517,-0.3550168874642022,2.065423,2.8623807,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22164,STRING OF STARS CARD HOLDER,71,209.45000000000005,2.9500000000000006,12,-0.7308782073756662,0.16132093430912958,6.509467,4.8377743,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",267,1490.65,10.328947368421053,38,0.0665734028619409,1.4344782591768037,4.9513826,9.098409,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,122,489.9000000000001,7.6375,16,-0.4804338944619845,1.0565768641838156,5.729749,8.123283,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22167, OVAL WALL MIRROR DIAMANTE ,120,1050.0,9.84655172413793,58,-0.05502001543221677,1.4039099247462672,4.9724035,9.1114025,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22168,ORGANISER WOOD ANTIQUE WHITE ,139,1171.3,8.488666666666667,75,0.07149086418546895,1.2707967079740519,4.548802,9.164043,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22169,FAMILY ALBUM WHITE PICTURE FRAME,1074,8408.14,8.388251748251749,286,1.1903228583724805,1.380691219582508,2.7564902,10.524991,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1023,6378.150000000001,6.747155555555555,225,1.0889723103271234,1.1458540415594032,2.2078855,9.791761,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1706,12160.08,8.364671052631579,304,1.370832307156847,1.3921810821476288,2.5483644,10.76954,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2149,6267.39,3.067294117647059,337,1.3967317057042583,0.4299611212453157,-0.9139965,8.072626,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22174,PHOTO CUBE,2667,3997.91,1.728081395348837,169,1.2274416461199946,-0.06651403863822072,-1.3702672,6.3243694,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22175,PINK OWL SOFT TOY,839,2379.05,2.9413669064748205,139,0.8092801942391838,0.32836615977108047,0.557573,6.657728,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22176,BLUE OWL SOFT TOY,488,1420.4,2.946,98,0.5155792380897413,0.2983224837084361,1.8104887,6.489447,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22178,VICTORIAN GLASS HANGING T-LIGHT,22404,28735.36,1.4308302808302806,815,2.432454163445655,-0.06683150603373879,-2.7897325,8.916906,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22179,SET 10 LIGHTS NIGHT OWL,795,5103.99,6.733093922651934,178,0.9393594511933023,1.1293413021280982,2.3870165,9.708634,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22180,RETROSPOT LAMP,299,2922.85,9.91679389312977,131,0.523434376404407,1.4840873600642666,3.9442677,9.770457,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,577,477.96999999999997,0.8471739130434782,46,0.22988528155348595,-0.6426032130507423,2.4103932,1.4211009,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22182,CAKE STAND VICTORIAN FILIGREE SMALL,204,713.8000000000001,4.436111111111112,36,-0.06507791757466513,0.59286572320128,4.4013114,7.1896725,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22183,CAKE STAND VICTORIAN FILIGREE MED,74,466.95,6.435294117647059,17,-0.5515991367802311,0.9187663965602555,5.809772,7.408984,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8,68.0,8.5,4,-1.6909157920726852,1.0692312367282109,8.537251,8.116186,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22185,SLATE TILE NATURAL HANGING,1390,1974.2,1.5909375,126,0.8915349506463944,-0.1644642117664824,-0.40453425,5.1446686,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22186,RED STAR CARD HOLDER,801,1723.79,2.3194117647058823,118,0.7139798119672504,0.112438049820549,0.61275953,5.893858,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22187,GREEN CHRISTMAS TREE CARD HOLDER,1183,2562.27,2.560612244897959,145,0.9116359962339735,0.21104666672533096,0.17458312,6.5805926,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22188,BLACK HEART CARD HOLDER,4843,12257.95,3.7978915662650605,166,1.5074266359750017,0.6138145278623418,-0.3405453,9.2517805,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22189,CREAM HEART CARD HOLDER,8188,22687.920000000002,3.876057268722467,452,1.9705587636180482,0.6883100124374085,-0.99866754,9.489822,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22190,LOCAL CAFE MUG,566,785.13,1.8186538461538464,52,0.30985501214024214,-0.14024117353560528,2.2734528,4.007303,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22191,IVORY DINER WALL CLOCK,1419,11527.7,8.461167512690356,391,1.3825956022356867,1.4131146105923191,2.5122814,10.785291,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22192,BLUE DINER WALL CLOCK,907,7528.93,8.483816568047338,338,1.1728415672070545,1.3931316954780781,2.8233669,10.532709,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22193,RED DINER WALL CLOCK,1349,11048.89,8.49733173076923,416,1.3780613405762698,1.4170371155963877,2.5553682,10.76735,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22194,BLACK DINER WALL CLOCK,53,450.5,8.5,33,-0.5011710047514518,1.207822910629748,6.037548,8.35974,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22195,LARGE HEART MEASURING SPOONS,1696,2836.92,1.7356888888888888,220,1.1302471847836624,-0.0680532874774582,-1.2582103,6.0567055,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22196,SMALL HEART MEASURING SPOONS,2379,2008.6299999999999,0.8705533596837944,247,1.1924313336848307,-0.5211025320866846,-1.9031296,-0.31608373,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22197,SMALL POPCORN HOLDER,49160,37206.88,0.8392075471698113,1035,2.724983052773551,-0.37266808145639924,-2.8178155,8.868527,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22198,LARGE POPCORN HOLDER ,873,1370.45,1.6273584905660377,53,0.5235573973635373,-0.1819780657857798,1.0830172,3.6145325,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22199,FRYING PAN RED RETROSPOT,383,1327.25,3.8010204081632653,98,0.4319446041750814,0.5127487376961893,2.8217702,7.7245836,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22200,FRYING PAN PINK POLKADOT,326,1209.54,3.886883116883117,76,0.32074520227042014,0.5247452961982187,3.1066585,7.5931573,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22201,FRYING PAN BLUE POLKADOT,108,366.0,3.7875,40,-0.2872158622170281,0.42665488116339423,4.8112807,6.5471277,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22202,MILK PAN PINK POLKADOT,39,146.25,3.75,17,-0.8636977503226657,0.3601373545168788,7.023458,6.0603757,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22203,MILK PAN RED RETROSPOT,310,996.13,3.556813186813187,91,0.31988853431899855,0.4380025192772301,3.006787,7.391879,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22204,MILK PAN BLUE POLKADOT,96,302.5,3.346774193548387,30,-0.4038565666965126,0.3045203503837861,5.395019,5.4205236,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22207,FRYING PAN UNION FLAG,1199,4727.11,4.4386725663716815,113,0.9364244419919846,0.7156088011871248,1.6578003,8.938769,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22208,WOOD STAMP SET THANK YOU,1283,1229.1200000000001,0.9914146341463413,199,0.9132030071306968,-0.47635946816285346,-0.9127697,-0.10361723,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22209,WOOD STAMP SET HAPPY BIRTHDAY,820,798.6700000000001,0.9953278688524589,121,0.6205156205824235,-0.5054872877185518,0.92662525,0.7985264,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22210,WOOD STAMP SET BEST WISHES,912,820.91,0.9662837837837838,142,0.6853607800542411,-0.5200528560209294,0.94514716,0.7645024,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22211,WOOD STAMP SET FLOWERS,782,806.73,0.9824427480916029,126,0.624034547113021,-0.5080484987044893,0.9453931,0.8159262,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22212,FOUR HOOK  WHITE LOVEBIRDS,1416,2904.87,2.1098449612403103,253,1.1187270782033951,0.08318122319368323,-1.0512114,6.552678,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22214,CANDLE PLATE LACE WHITE,114,246.70000000000002,2.3823809523809523,21,-0.4658268327094538,0.0007823182455061473,5.45878,4.329193,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22215,CAKE STAND WHITE TWO TIER LACE,330,2254.5,7.41123595505618,89,0.42767995023742256,1.1670036188987492,3.8193057,9.249869,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22216,T-LIGHT HOLDER WHITE LACE,327,182.31,0.7144999999999999,20,-0.26303546623123386,-0.8064482348212341,4.5303354,0.85116965,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22217,T-LIGHT HOLDER HANGING LACE,764,646.26,0.9946875000000001,64,0.4139486307784772,-0.5378378397737309,1.500578,1.4334635,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22218,CAKE STAND LACE WHITE,1,4.25,4.25,1,-2.6700205791306146,0.239775818664147,11.606538,6.127586,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22219,LOVEBIRD HANGING DECORATION WHITE ,3367,2814.37,0.86096875,311,1.3845015243610057,-0.5056977826178973,-2.3226936,-0.43328458,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,213,1489.55,8.397297297297296,74,0.20062599421934987,1.2622150513613177,4.3725367,9.224822,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22221,CAKE STAND LOVEBIRD 2 TIER PINK,124,964.4,9.121590909090909,44,-0.12243619453789653,1.3138863452042082,5.1413217,8.8958235,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22222,CAKE PLATE LOVEBIRD WHITE,824,2599.2,4.307046979865772,149,0.8050019966130876,0.656336161002852,1.7845111,8.689035,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22223,CAKE PLATE LOVEBIRD PINK,315,902.85,4.096511627906977,42,0.10950473974784006,0.5287942551546028,3.6106477,7.330992,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22224,WHITE LOVEBIRD LANTERN,687,1970.65,2.9051724137931036,115,0.6883738291000634,0.305768166029865,0.9585069,6.4955325,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22227,HANGING HEART MIRROR DECORATION ,1969,1276.85,0.6648351648351648,170,0.986423331897261,-0.6887451672517851,-0.7655874,-0.59315485,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22228,BUNNY WOODEN PAINTED WITH BIRD ,851,597.31,0.6966666666666665,93,0.5234489090526411,-0.714610700755906,1.0446365,0.33636793,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22229,BUNNY WOODEN PAINTED WITH FLOWER ,495,334.27,0.6703125,62,0.20548496182724982,-0.7700887175837673,2.6277552,1.3338019,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22230,JIGSAW TREE WITH WATERING CAN,925,356.16999999999996,0.5484615384615384,63,0.348745381171346,-0.8758410759194231,1.9424427,-0.58324105,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22231,JIGSAW TREE WITH BIRDHOUSE,867,821.13,0.9371559633027522,106,0.6096797078289387,-0.5401884353487543,0.92122847,0.77939457,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22232,JIGSAW TOADSTOOLS 3 PIECE,623,506.42999999999995,0.9027868852459017,61,0.3180725165289069,-0.6027141970351854,2.052247,1.3809439,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22233,JIGSAW RABBIT AND BIRDHOUSE,540,514.7,1.02725,77,0.34107549047454144,-0.521013004727661,1.7362719,1.6150972,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22236,CAKE STAND 3 TIER MAGIC GARDEN,308,3624.5999999999995,12.525,88,0.4566926164804037,1.7224959677877913,4.7905736,9.927964,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22241,GARLAND WOODEN HAPPY EASTER,1762,2147.7799999999997,1.2477245508982036,165,1.0341479921588377,-0.31320409221553513,-1.4134376,4.968069,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22242,5 HOOK HANGER MAGIC TOADSTOOL,631,964.35,1.6277777777777775,27,0.23306649067158075,-0.21529582319954446,2.4837482,3.2581031,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3054,4595.099999999999,1.6318181818181818,108,1.1827451587910764,-0.10845552830509742,-1.2209398,6.2687144,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22244,3 HOOK HANGER MAGIC GARDEN,1615,2911.6499999999996,1.924736842105263,94,0.9203198187121328,-0.011783162548693923,-0.21784562,6.009794,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1198,965.26,0.8431578947368421,56,0.563032975522772,-0.6085381213251598,0.42738748,0.75889987,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22246,"GARLAND, MAGIC GARDEN 1.8M",278,555.18,2.192222222222222,36,0.003215847485412149,-0.014171842522328573,3.5038195,4.2599235,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22247,BUNNY DECORATION MAGIC GARDEN,483,406.39,0.8477966101694915,56,0.20709333149711748,-0.6445723203248778,2.5938776,1.3893626,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22248,DECORATION  PINK CHICK MAGIC GARDEN,382,320.53999999999996,0.8471739130434782,44,0.05689281582391868,-0.6618480598638694,3.1505537,1.4522408,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22249,DECORATION WHITE CHICK MAGIC GARDEN,629,530.49,0.8483333333333334,75,0.38117913032609574,-0.6247667131347348,1.7288004,1.2794194,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,447,375.78999999999996,0.8477586206896552,57,0.17991045011404333,-0.6479236881746078,2.632496,1.3951883,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22251,BIRDHOUSE DECORATION MAGIC GARDEN,518,642.94,1.2474324324324324,72,0.35305588847641955,-0.38889875344626373,1.6147195,2.701119,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,643,761.57,1.236231884057971,67,0.4137689889023427,-0.39025036327600576,1.3956064,2.9087076,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22254,FELT TOADSTOOL LARGE,594,706.02,1.2453658536585366,41,0.26903907672928185,-0.4006762214085845,2.1694229,2.8867083,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22255,FELT TOADSTOOL  SMALL,542,460.7,0.85,44,0.19989945562478753,-0.6424341070227744,2.4949589,1.4272841,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22256,FELT FARM ANIMAL CHICKEN,257,321.25,1.25,33,-0.10630182607496227,-0.4381577135393505,3.732915,2.3939493,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22257,FELT FARM ANIMAL SHEEP,283,194.39,1.1577777777777778,16,-0.35379491100231875,-0.5530284637822469,4.8168845,2.250442,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22258,FELT FARM ANIMAL RABBIT,722,543.9399999999999,1.1347222222222222,36,0.22576491481140903,-0.4929052978281714,2.3666532,2.74858,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22259,FELT FARM ANIMAL HEN,384,240.96,1.0547058823529412,16,-0.24491114755020696,-0.5996048047352922,4.575484,2.0201676,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22260,FELT EGG COSY BLUE RABBIT ,410,351.62,0.9124,47,0.10089553701373069,-0.6179068163403083,2.9474823,1.5097265,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22261,FELT EGG COSY WHITE RABBIT ,514,442.35999999999996,0.8927397260273973,70,0.28557782462088105,-0.6086566257598364,2.0674114,1.3253449,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22262,FELT EGG COSY CHICKEN,920,785.12,0.866421052631579,90,0.5776016707365218,-0.5910141339004283,0.8232946,0.90889865,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22263,FELT EGG COSY LADYBIRD ,255,124.83,0.868,18,-0.4243378821878081,-0.741858687736391,5.232184,1.2479657,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22264,FELT FARM ANIMAL WHITE BUNNY ,1391,517.0699999999999,0.6614285714285715,40,0.3919317227903831,-0.7955638631846361,1.9495106,-0.7174934,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22265,EASTER DECORATION NATURAL CHICK,510,331.5,0.65,48,0.15174127252461203,-0.7913667853302141,2.7721438,1.3362446,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22266,EASTER DECORATION HANGING BUNNY,1860,562.7,0.46058823529411763,78,0.6340811023488917,-0.923725166801012,0.9395466,-1.0996982,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22267,EASTER DECORATION EGG BUNNY ,828,654.7,0.9683116883116883,75,0.47009299439062646,-0.5511302749065695,1.3067231,1.3290126,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22268,EASTER DECORATION SITTING BUNNY,1836,664.74,0.5686868686868687,95,0.7045776571489019,-0.8261276017685282,0.622015,-0.94929165,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22269,EGG CUP NATURAL CHICKEN,840,520.48,0.9270454545454545,87,0.460450943176237,-0.5934368835523709,1.246857,1.1214188,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22270,HAPPY EASTER HANGING DECORATION,210,770.22,3.7418181818181817,42,0.008579271653063297,0.45691989294959,4.1851516,6.850401,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22271,FELTCRAFT DOLL ROSIE,1648,4702.120000000001,2.967519379844961,256,1.223933661008326,0.38233134992282236,-0.6107893,7.5536547,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22272,FELTCRAFT DOLL MARIA,194,553.1,2.9414893617021276,46,-0.03401940052627847,0.23375757832492144,4.0230517,5.4404354,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22273,FELTCRAFT DOLL MOLLY,4464,11748.24,2.9673220338983053,293,1.6389667368716483,0.4247387229374523,-1.1978253,8.572907,2,Mid Performer,"Promo ringan, loyalty program, cross-sell ke produk premium"
22274,FELTCRAFT DOLL EMILY,1294,3711.5000000000005,2.988787878787879,231,1.1031255395038393,0.374665716876422,-0.31718454,7.3178463,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,69,527.85,7.65,1,-1.0725031421744602,1.0435779882651341,7.098602,7.751566,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22276,WASH BAG VINTAGE ROSE PAISLEY,253,645.15,2.55,62,0.13002254400033408,0.13095443129828338,3.3697345,5.341699,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,355,728.62,2.224920634920635,63,0.23468373667406808,0.023863538274245977,2.365675,4.5126505,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,243,1202.85,4.95,82,0.25850064010481644,0.750396597708553,3.3075662,7.8404565,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22279,POCKET BAG BLUE PAISLEY RED SPOT,477,574.66,1.27125,46,0.20884979249476626,-0.3948787367652903,2.3448431,2.7302384,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22280,POCKET BAG PINK PAISELY BROWN SPOT,176,223.63,1.3670967741935485,30,-0.28234050644116737,-0.4026089343545786,4.5376253,2.5876882,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22281,EASTER TREE YELLOW BIRDS,108,642.6,5.95,43,-0.19495611049582637,0.8802791421290391,4.8944397,7.7411046,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22282,12 EGG HOUSE PAINTED WOOD,111,1425.27,12.91265625,64,-0.011228980262114968,1.7051287748923956,5.1710997,9.485689,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22283,6 EGG HOUSE PAINTED WOOD,256,2043.04,8.017008547008547,117,0.4143190877226921,1.2506139528110183,3.982976,9.4717455,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22284,HEN HOUSE DECORATION,874,1442.1000000000001,1.65,99,0.6783920180813258,-0.15337572902201496,0.28783405,4.705121,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22285,"DECORATION HEN ON NEST, HANGING",833,1374.45,1.65,90,0.6369314716675551,-0.15787506767079068,0.36067668,4.595014,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22286,"DECORATION , WOBBLY RABBIT , METAL ",1025,824.37,1.0917721518987342,79,0.5641722157024043,-0.4733894433587814,0.92050356,2.004869,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22287,"DECORATION , WOBBLY CHICKEN, METAL ",748,630.66,1.141578947368421,57,0.36934747350024466,-0.46619443018349915,1.6488262,2.148935,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22288,HANGING METAL RABBIT DECORATION,452,565.0,1.25,39,0.15843400962267157,-0.40762314970170693,2.545658,2.7979457,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22289,HANGING METAL CHICKEN DECORATION,122,152.5,1.25,19,-0.5291465933325575,-0.4858475034690226,5.6369915,2.2605097,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22291,HANGING CHICK CREAM DECORATION,1215,1761.7499999999998,1.45,90,0.7704114239341088,-0.23621432077374446,-0.35307974,3.9431965,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22292,HANGING CHICK  YELLOW DECORATION,1085,1515.6499999999999,1.4478260869565216,88,0.7117727833985896,-0.24670094067704107,-0.091236465,3.931459,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22293,HANGING CHICK GREEN DECORATION,817,1184.6499999999999,1.45,82,0.5892575657980338,-0.2571791492009591,0.70744115,3.6696866,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22294,HEART FILIGREE DOVE  SMALL,5362,6574.82,1.245511811023622,246,1.5765038559910514,-0.2515878995031747,-2.8673806,7.1205664,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22295,HEART FILIGREE DOVE LARGE,2719,4390.47,1.6691627906976745,212,1.306825504641608,-0.07623386831778516,-1.9729416,6.5112333,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22296,HEART IVORY TRELLIS LARGE,3039,4962.43,1.6588888888888889,270,1.411012662705227,-0.06829261720240236,-2.1828852,6.7990775,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22297,HEART IVORY TRELLIS SMALL,3856,4706.28,1.257345132743363,221,1.4171730717136641,-0.2645818932570606,-2.4518497,6.4115796,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22299,PIG KEYRING WITH LIGHT & SOUND ,1316,1231.34,1.0452380952380953,42,0.5541421294751545,-0.4853166061259808,0.49692,1.11459,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22300,COFFEE MUG DOG + BALL DESIGN,1436,3011.64,2.5337062937062935,143,0.9803198308057581,0.20866815516647375,0.06618541,6.6192346,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22301,COFFEE MUG CAT + BIRD DESIGN,2098,4478.34,2.5197237569060773,181,1.1920752640442536,0.22966220880519156,-0.7905918,7.157581,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22302,COFFEE MUG PEARS  DESIGN,2287,4957.3,2.5197905759162302,190,1.2414078314733965,0.2364133941238501,-0.8321048,7.25442,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
22303,COFFEE MUG APPLES DESIGN,2764,6108.85,2.5190434782608695,229,1.365451951981558,0.2514507704518205,-1.0360528,7.6012907,0,Low Margin High Volume,"Flash sale, diskon bulk, fokus volume, kampanye massal"
